filename,species,scientific_name,location,country,length,quality,date,id,url
xeno_audio/amaurornis_phoenicurus\605224_White-breasted_Waterhen_Thailand_B.wav,White-breasted Waterhen,Amaurornis phoenicurus,"eBird hotspot: Baan Maka Nature Lodge, Kaeng Krachan",Thailand,0:15,B,2014-03-15,605224,https://xeno-canto.org/605224
xeno_audio/amaurornis_phoenicurus\414019_White-breasted_Waterhen_Thailand_B.wav,White-breasted Waterhen,Amaurornis phoenicurus,"Thai Samakkhi Village, Amphoe Wang Nam Khiao, Chang Wat Nakhon Ratchasima",Thailand,0:32,B,2018-05-05,414019,https://xeno-canto.org/414019
xeno_audio/amaurornis_phoenicurus\396583_White-breasted_Waterhen_Thailand_B.wav,White-breasted Waterhen,Amaurornis phoenicurus,"Tambon Sai Ma, Amphoe Mueang Nonthaburi, Chang Wat Nonthaburi",Thailand,0:31,B,2017-12-22,396583,https://xeno-canto.org/396583
xeno_audio/amaurornis_phoenicurus\363415_White-breasted_Waterhen_Thailand_B.wav,White-breasted Waterhen,Amaurornis phoenicurus,"Tambon Nong Kae, Amphoe Hua Hin, Chang Wat Prachuap Khiri Khan",Thailand,0:09,B,2016-01-17,363415,https://xeno-canto.org/363415
xeno_audio/amaurornis_phoenicurus\362694_White-breasted_Waterhen_Thailand_B.wav,White-breasted Waterhen,Amaurornis phoenicurus,"Tambon Hua Hin, Amphoe Hua Hin, Chang Wat Prachuap Khiri Khan",Thailand,0:27,B,2016-01-18,362694,https://xeno-canto.org/362694
xeno_audio/amaurornis_phoenicurus\318819_White-breasted_Waterhen_Thailand_B.wav,White-breasted Waterhen,Amaurornis phoenicurus,"Bang Phra reservoir, Chon Buri",Thailand,0:14,B,2016-05-22,318819,https://xeno-canto.org/318819
xeno_audio/amaurornis_phoenicurus\318468_White-breasted_Waterhen_Thailand_B.wav,White-breasted Waterhen,Amaurornis phoenicurus,"Bang Phra reservoir, Chon Buri",Thailand,0:10,B,2016-05-22,318468,https://xeno-canto.org/318468
xeno_audio/amaurornis_phoenicurus\318467_White-breasted_Waterhen_Thailand_B.wav,White-breasted Waterhen,Amaurornis phoenicurus,"Bang Phra reservoir, Chon Buri",Thailand,0:14,B,2016-05-22,318467,https://xeno-canto.org/318467
xeno_audio/lonchura_punctulata\953742_Scaly-breasted_Munia_Thailand_A.wav,Scaly-breasted Munia,Lonchura punctulata,"Benchakitti Park (near  Bangkok), Khlong Toei, Krung Thep Maha Nakhon",Thailand,0:20,A,2024-11-01,953742,https://xeno-canto.org/953742
xeno_audio/lonchura_punctulata\843415_Scaly-breasted_Munia_Thailand_A.wav,Scaly-breasted Munia,Lonchura punctulata,"Benchakitti Park (near  Bangkok), Khlong Toei, Krung Thep Maha Nakhon",Thailand,1:21,A,2023-11-24,843415,https://xeno-canto.org/843415
xeno_audio/lonchura_punctulata\783715_Scaly-breasted_Munia_Thailand_A.wav,Scaly-breasted Munia,Lonchura punctulata,Cha-am Forest Park,Thailand,0:36,A,2023-02-05,783715,https://xeno-canto.org/783715
xeno_audio/lonchura_punctulata\902299_Scaly-breasted_Munia_Thailand_B.wav,Scaly-breasted Munia,Lonchura punctulata,"Wat Yai Paddyfields, Wiang Kaen District, Chiang Rai",Thailand,0:31,B,2024-04-18,902299,https://xeno-canto.org/902299
xeno_audio/lonchura_punctulata\797135_Scaly-breasted_Munia_Thailand_B.wav,Scaly-breasted Munia,Lonchura punctulata,"Pha Chang Park, Wiang Chai District, Chiang Rai",Thailand,0:29,B,2023-04-29,797135,https://xeno-canto.org/797135
xeno_audio/lonchura_punctulata\607229_Scaly-breasted_Munia_Thailand_B.wav,Scaly-breasted Munia,Lonchura punctulata,"Chanthaburi, Amphoe Mueang Chanthaburi, Chang Wat Chanthaburi",Thailand,0:25,B,2019-08-22,607229,https://xeno-canto.org/607229
xeno_audio/lonchura_punctulata\359368_Scaly-breasted_Munia_Thailand_B.wav,Scaly-breasted Munia,Lonchura punctulata,"Muang Pattaya, Amphoe Bang Lamung, Chang Wat Chon Buri",Thailand,1:41,B,2017-02-02,359368,https://xeno-canto.org/359368
xeno_audio/streptopelia_tranquebarica\950419_Red_Collared_Dove_Thailand_A.wav,Red Collared Dove,Streptopelia tranquebarica,"Krathum Rai (near  Bangkok), Nong Chok, Krung Thep Maha Nakhon",Thailand,0:09,A,2024-08-04,950419,https://xeno-canto.org/950419
xeno_audio/streptopelia_tranquebarica\918779_Red_Collared_Dove_Thailand_B.wav,Red Collared Dove,Streptopelia tranquebarica,"Krathum Rai (near  Bangkok), Nong Chok, Bangkok",Thailand,0:21,B,2024-07-05,918779,https://xeno-canto.org/918779
xeno_audio/streptopelia_tranquebarica\788206_Red_Collared_Dove_Thailand_B.wav,Red Collared Dove,Streptopelia tranquebarica,"Cha Am, near Nong Chaeng Alley",Thailand,0:10,B,2023-02-05,788206,https://xeno-canto.org/788206
xeno_audio/streptopelia_tranquebarica\785099_Red_Collared_Dove_Thailand_B.wav,Red Collared Dove,Streptopelia tranquebarica,Kaeng Krachan. Nana Resort and adjacent farmland,Thailand,0:10,B,2023-02-14,785099,https://xeno-canto.org/785099
xeno_audio/streptopelia_tranquebarica\676579_Red_Collared_Dove_Thailand_B.wav,Red Collared Dove,Streptopelia tranquebarica,"Sabsadao Station, Thablan National Park",Thailand,0:08,B,2014-03-11,676579,https://xeno-canto.org/676579
xeno_audio/streptopelia_tranquebarica\635835_Red_Collared_Dove_Thailand_B.wav,Red Collared Dove,Streptopelia tranquebarica,Kumphawapi Lake SW fields,Thailand,0:48,B,2017-02-12,635835,https://xeno-canto.org/635835
xeno_audio/streptopelia_tranquebarica\207827_Red_Collared_Dove_Thailand_B.wav,Red Collared Dove,Streptopelia tranquebarica,"Huai Kha Khaeng Wildlife Sanctuary, Nakhon Sawan",Thailand,0:52,B,2014-07-16,207827,https://xeno-canto.org/207827
xeno_audio/streptopelia_tranquebarica\207826_Red_Collared_Dove_Thailand_B.wav,Red Collared Dove,Streptopelia tranquebarica,"Huai Kha Khaeng Wildlife Sanctuary, Nakhon Sawan",Thailand,0:37,B,2014-07-16,207826,https://xeno-canto.org/207826
xeno_audio/spilopelia_chinensis\1005542_Spotted_Dove_Thailand_A.wav,Spotted Dove,Spilopelia chinensis,"Khok Kham, Mueang Samut Sakhon District, Samut Sakhon",Thailand,0:02,A,2025-06-10,1005542,https://xeno-canto.org/1005542
xeno_audio/spilopelia_chinensis\1005541_Spotted_Dove_Thailand_A.wav,Spotted Dove,Spilopelia chinensis,"Khok Kham, Mueang Samut Sakhon District, Samut Sakhon",Thailand,0:25,A,2025-06-10,1005541,https://xeno-canto.org/1005541
xeno_audio/spilopelia_chinensis\1003535_Spotted_Dove_Thailand_A.wav,Spotted Dove,Spilopelia chinensis,eBird hotspot: Benjakiti Park,Thailand,0:09,A,2025-06-03,1003535,https://xeno-canto.org/1003535
xeno_audio/spilopelia_chinensis\766589_Spotted_Dove_Thailand_A.wav,Spotted Dove,Spilopelia chinensis,"Huay Sala Reservoir, Muang Yai, Wiang Kaen District, Chiang Rai",Thailand,2:16,A,2022-12-01,766589,https://xeno-canto.org/766589
xeno_audio/spilopelia_chinensis\932207_Spotted_Dove_Thailand_B.wav,Spotted Dove,Spilopelia chinensis,"CCT Building, Phayathai Road, Ratchathewi, Bangkok",Thailand,0:28,B,2024-09-05,932207,https://xeno-canto.org/932207
xeno_audio/spilopelia_chinensis\880659_Spotted_Dove_Thailand_B.wav,Spotted Dove,Spilopelia chinensis,"Song Phi Nong, Kaeng Krachan District, Phetchaburi",Thailand,5:46,B,2023-11-24,880659,https://xeno-canto.org/880659
xeno_audio/spilopelia_chinensis\846114_Spotted_Dove_Thailand_B.wav,Spotted Dove,Spilopelia chinensis,"Mae Win, Mae Wang District, Chiang Mai",Thailand,0:42,B,2023-11-09,846114,https://xeno-canto.org/846114
xeno_audio/spilopelia_chinensis\789075_Spotted_Dove_Thailand_B.wav,Spotted Dove,Spilopelia chinensis,"Petchaburi, Kaeng Krachan, Kum Nang Phaya Resort and environment",Thailand,0:11,B,2023-02-07,789075,https://xeno-canto.org/789075
xeno_audio/spilopelia_chinensis\788668_Spotted_Dove_Thailand_B.wav,Spotted Dove,Spilopelia chinensis,"Bangkok, Bang Lamphu, Park around Phra Sumen Fort",Thailand,0:15,B,2013-02-02,788668,https://xeno-canto.org/788668
xeno_audio/spilopelia_chinensis\788243_Spotted_Dove_Thailand_B.wav,Spotted Dove,Spilopelia chinensis,"Bangkok, Rommaninat Park ",Thailand,0:22,B,2023-02-03,788243,https://xeno-canto.org/788243
xeno_audio/spilopelia_chinensis\784524_Spotted_Dove_Thailand_B.wav,Spotted Dove,Spilopelia chinensis,Kaeng Krachan. Nana Resort and adjacent farmland,Thailand,0:28,B,2023-02-13,784524,https://xeno-canto.org/784524
xeno_audio/spilopelia_chinensis\783974_Spotted_Dove_Thailand_B.wav,Spotted Dove,Spilopelia chinensis,"Nam Kham Nature Reserve, Chiang Saen District, Chiang Rai",Thailand,0:13,B,2023-03-04,783974,https://xeno-canto.org/783974
xeno_audio/spilopelia_chinensis\783972_Spotted_Dove_Thailand_B.wav,Spotted Dove,Spilopelia chinensis,"Nam Kham Nature Reserve, Chiang Saen District, Chiang Rai",Thailand,3:26,B,2023-03-04,783972,https://xeno-canto.org/783972
xeno_audio/spilopelia_chinensis\778389_Spotted_Dove_Thailand_B.wav,Spotted Dove,Spilopelia chinensis,"Nam Kham Nature Reserve, Chiang Saen District, Chiang Rai",Thailand,1:56,B,2023-02-04,778389,https://xeno-canto.org/778389
xeno_audio/spilopelia_chinensis\776519_Spotted_Dove_Thailand_B.wav,Spotted Dove,Spilopelia chinensis,"Pha Chong Sai, Muang Yai, Wiang Kaen District, Chiang Rai",Thailand,1:51,B,2023-01-21,776519,https://xeno-canto.org/776519
xeno_audio/spilopelia_chinensis\646768_Spotted_Dove_Thailand_B.wav,Spotted Dove,Spilopelia chinensis,"Bang Kachao, Samut Prakan",Thailand,0:40,B,2016-02-24,646768,https://xeno-canto.org/646768
xeno_audio/spilopelia_chinensis\447267_Spotted_Dove_Thailand_B.wav,Spotted Dove,Spilopelia chinensis,"Tambon Mae Win, Amphoe Mae Wang, Chang Wat Chiang Mai",Thailand,0:33,B,2018-11-16,447267,https://xeno-canto.org/447267
xeno_audio/spilopelia_chinensis\434919_Spotted_Dove_Thailand_B.wav,Spotted Dove,Spilopelia chinensis,"Bangkok, Krung Thep Maha Nakhon",Thailand,1:01,B,2018-09-20,434919,https://xeno-canto.org/434919
xeno_audio/spilopelia_chinensis\381366_Spotted_Dove_Thailand_B.wav,Spotted Dove,Spilopelia chinensis,"Tambon Ban Pao, Amphoe Mueang Lampang, Chang Wat Lampang",Thailand,0:10,B,2017-07-28,381366,https://xeno-canto.org/381366
xeno_audio/spilopelia_chinensis\381365_Spotted_Dove_Thailand_B.wav,Spotted Dove,Spilopelia chinensis,"Tambon Ban Pao, Amphoe Mueang Lampang, Chang Wat Lampang",Thailand,0:08,B,2017-07-28,381365,https://xeno-canto.org/381365
xeno_audio/spilopelia_chinensis\364383_Spotted_Dove_Thailand_B.wav,Spotted Dove,Spilopelia chinensis,"Pun-Pun Organic Farm, Amphoe Mae Taeng, Chang Wat Chiang Mai",Thailand,0:21,B,2016-01-19,364383,https://xeno-canto.org/364383
xeno_audio/spilopelia_chinensis\359363_Spotted_Dove_Thailand_B.wav,Spotted Dove,Spilopelia chinensis,"Muang Pattaya, Amphoe Bang Lamung, Chang Wat Chon Buri",Thailand,0:41,B,2017-01-17,359363,https://xeno-canto.org/359363
xeno_audio/spilopelia_chinensis\359362_Spotted_Dove_Thailand_B.wav,Spotted Dove,Spilopelia chinensis,"Muang Pattaya, Amphoe Bang Lamung, Chang Wat Chon Buri",Thailand,0:23,B,2017-01-17,359362,https://xeno-canto.org/359362
xeno_audio/spilopelia_chinensis\206552_Spotted_Dove_Thailand_B.wav,Spotted Dove,Spilopelia chinensis,"Huai Kha Khaeng Wildlife Sanctuary, Amphoe Mae Poen, Chang Wat Nakhon Sawan",Thailand,0:56,B,2014-12-07,206552,https://xeno-canto.org/206552
xeno_audio/spilopelia_chinensis\197862_Spotted_Dove_Thailand_B.wav,Spotted Dove,Spilopelia chinensis,"Lan Sak, Uthai Thani",Thailand,0:34,B,2014-07-23,197862,https://xeno-canto.org/197862
xeno_audio/spilopelia_chinensis\185648_Spotted_Dove_Thailand_B.wav,Spotted Dove,Spilopelia chinensis,"Entrance Road, Sakaerat Environmental Research Station",Thailand,1:12,B,2014-07-02,185648,https://xeno-canto.org/185648
xeno_audio/treron_vernans\846662_Pink-necked_Green_Pigeon_Thailand_B.wav,Pink-necked Green Pigeon,Treron vernans,"Ko Kret (near  Tambon Ko Kret), Amphoe Pak Kret, Chang Wat Nonthaburi",Thailand,0:06,B,2023-12-08,846662,https://xeno-canto.org/846662
xeno_audio/treron_vernans\664824_Pink-necked_Green_Pigeon_Thailand_B.wav,Pink-necked Green Pigeon,Treron vernans,"Bang Kachao, Samut Prakan",Thailand,0:09,B,2017-02-17,664824,https://xeno-canto.org/664824
xeno_audio/treron_vernans\332703_Pink-necked_Green_Pigeon_Thailand_B.wav,Pink-necked Green Pigeon,Treron vernans,"Tambon Bang Kachao, Amphoe Phra Pradaeng, Chang Wat Samut Prakan",Thailand,0:09,B,2016-08-29,332703,https://xeno-canto.org/332703
xeno_audio/treron_vernans\332702_Pink-necked_Green_Pigeon_Thailand_B.wav,Pink-necked Green Pigeon,Treron vernans,"Tambon Bang Kachao, Amphoe Phra Pradaeng, Chang Wat Samut Prakan",Thailand,0:07,B,2016-08-29,332702,https://xeno-canto.org/332702
xeno_audio/cacomantis_merulinus\1005492_Plaintive_Cuckoo_Thailand_A.wav,Plaintive Cuckoo,Cacomantis merulinus,"Teochew Cemetery Park (near  Bangkok), Sathon, Krung Thep Maha Nakhon",Thailand,0:19,A,2025-06-10,1005492,https://xeno-canto.org/1005492
xeno_audio/cacomantis_merulinus\965520_Plaintive_Cuckoo_Thailand_A.wav,Plaintive Cuckoo,Cacomantis merulinus,"Suan Luang (near  Bangkok), Suan Luang, Krung Thep Maha Nakhon",Thailand,0:35,A,2025-01-31,965520,https://xeno-canto.org/965520
xeno_audio/cacomantis_merulinus\963373_Plaintive_Cuckoo_Thailand_A.wav,Plaintive Cuckoo,Cacomantis merulinus,"Teochew Cemetery Park (near  Bangkok), Sathon, Krung Thep Maha Nakhon",Thailand,0:21,A,2025-01-17,963373,https://xeno-canto.org/963373
xeno_audio/cacomantis_merulinus\952353_Plaintive_Cuckoo_Thailand_A.wav,Plaintive Cuckoo,Cacomantis merulinus,"Teochew Cemetery Park (near  Bangkok), Sathon, Krung Thep Maha Nakhon",Thailand,0:05,A,2024-11-09,952353,https://xeno-canto.org/952353
xeno_audio/cacomantis_merulinus\862053_Plaintive_Cuckoo_Thailand_A.wav,Plaintive Cuckoo,Cacomantis merulinus,"Yaek Uthayan (near  Bangkok), Thawi Watthana, Krung Thep Maha Nakhon",Thailand,0:10,A,2024-01-16,862053,https://xeno-canto.org/862053
xeno_audio/cacomantis_merulinus\804003_Plaintive_Cuckoo_Thailand_A.wav,Plaintive Cuckoo,Cacomantis merulinus,San Kala Khiri national park,Thailand,0:54,A,2023-05-20,804003,https://xeno-canto.org/804003
xeno_audio/cacomantis_merulinus\1005491_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Teochew Cemetery Park (near  Bangkok), Sathon, Krung Thep Maha Nakhon",Thailand,0:03,B,2025-06-10,1005491,https://xeno-canto.org/1005491
xeno_audio/cacomantis_merulinus\934144_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Department of Public Relations, Bangkok",Thailand,0:18,B,2024-09-17,934144,https://xeno-canto.org/934144
xeno_audio/cacomantis_merulinus\923035_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Gateway at Bang Sue (near  Bangkok), Bang Sue, Krung Thep Maha Nakhon",Thailand,0:22,B,2024-07-25,923035,https://xeno-canto.org/923035
xeno_audio/cacomantis_merulinus\921598_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Ko, Li District, Lamphun",Thailand,0:40,B,2024-07-06,921598,https://xeno-canto.org/921598
xeno_audio/cacomantis_merulinus\890185_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Tha Rap (near  Tha Rab), Mueang Phetchaburi District, Phetchaburi",Thailand,0:27,B,2024-02-25,890185,https://xeno-canto.org/890185
xeno_audio/cacomantis_merulinus\876581_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Ko Kret (near  Tambon Ko Kret), Amphoe Pak Kret, Chang Wat Nonthaburi",Thailand,0:16,B,2024-02-21,876581,https://xeno-canto.org/876581
xeno_audio/cacomantis_merulinus\841100_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Yan Nawa (near  Bangkok), Sathon, Krung Thep Maha Nakhon",Thailand,0:32,B,2023-11-09,841100,https://xeno-canto.org/841100
xeno_audio/cacomantis_merulinus\797036_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Wat Pa Doi Pha Kham, Wiang Kaen District, Chiang Rai",Thailand,0:21,B,2023-04-27,797036,https://xeno-canto.org/797036
xeno_audio/cacomantis_merulinus\697758_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Bang Pu Mai, Samut Prakan",Thailand,1:11,B,2017-07-27,697758,https://xeno-canto.org/697758
xeno_audio/cacomantis_merulinus\697757_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Bang Kachao, Samut Prakan",Thailand,0:59,B,2016-02-24,697757,https://xeno-canto.org/697757
xeno_audio/cacomantis_merulinus\696009_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Bangkok, Krung Thep Maha Nakhon",Thailand,0:40,B,2022-01-07,696009,https://xeno-canto.org/696009
xeno_audio/cacomantis_merulinus\604775_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Khao Nor Chu Chi, Krabi",Thailand,0:47,B,1988-04-27,604775,https://xeno-canto.org/604775
xeno_audio/cacomantis_merulinus\598477_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Tambon Pong Daeng, Amphoe Mueang Tak, Chang Wat Tak",Thailand,0:18,B,2020-07-23,598477,https://xeno-canto.org/598477
xeno_audio/cacomantis_merulinus\481279_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,BangPu Wetland Nature Trail,Thailand,0:35,B,2019-06-15,481279,https://xeno-canto.org/481279
xeno_audio/cacomantis_merulinus\481278_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,BangPu Wetland Nature Trail,Thailand,0:20,B,2019-06-15,481278,https://xeno-canto.org/481278
xeno_audio/cacomantis_merulinus\481277_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,BangPu Wetland Nature Trail,Thailand,0:35,B,2019-06-15,481277,https://xeno-canto.org/481277
xeno_audio/cacomantis_merulinus\462827_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,Lat Krabang,Thailand,0:43,B,2019-03-23,462827,https://xeno-canto.org/462827
xeno_audio/cacomantis_merulinus\415478_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Tambon Bang Kaeo, Amphoe Bang Phli, Chang Wat Samut Prakan",Thailand,0:10,B,2018-04-08,415478,https://xeno-canto.org/415478
xeno_audio/cacomantis_merulinus\410019_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Bangkok, Krung Thep Maha Nakhon",Thailand,1:00,B,2018-04-06,410019,https://xeno-canto.org/410019
xeno_audio/cacomantis_merulinus\406739_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Tambon Phon Ngam, Amphoe Nong Han, Chang Wat Udon Thani",Thailand,0:29,B,2018-03-02,406739,https://xeno-canto.org/406739
xeno_audio/cacomantis_merulinus\399070_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Bangkok, Bangkok",Thailand,0:21,B,2017-07-28,399070,https://xeno-canto.org/399070
xeno_audio/cacomantis_merulinus\396227_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Tambon Sai Ma, Amphoe Mueang Nonthaburi, Chang Wat Nonthaburi",Thailand,0:23,B,2017-12-17,396227,https://xeno-canto.org/396227
xeno_audio/cacomantis_merulinus\372575_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Khao Sok Riverside Cottages, near Khao Sok National Park",Thailand,0:06,B,2016-02-26,372575,https://xeno-canto.org/372575
xeno_audio/cacomantis_merulinus\363405_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Tambon Nong Kae, Amphoe Hua Hin, Chang Wat Prachuap Khiri Khan",Thailand,0:10,B,2016-02-02,363405,https://xeno-canto.org/363405
xeno_audio/cacomantis_merulinus\362685_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Tambon Nong Kae, Amphoe Hua Hin, Chang Wat Prachuap Khiri Khan",Thailand,0:22,B,2016-02-02,362685,https://xeno-canto.org/362685
xeno_audio/cacomantis_merulinus\332458_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Bangkok, Bangkok",Thailand,0:24,B,2016-02-28,332458,https://xeno-canto.org/332458
xeno_audio/cacomantis_merulinus\314811_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Trail to Krung Ching Waterfall, Khao Luang National Park",Thailand,0:30,B,2016-04-20,314811,https://xeno-canto.org/314811
xeno_audio/cacomantis_merulinus\314810_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Trail to Krung Ching Waterfall, Khao Luang National Park",Thailand,0:25,B,2016-04-20,314810,https://xeno-canto.org/314810
xeno_audio/cacomantis_merulinus\314809_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Trail to Krung Ching Waterfall, Khao Luang National Park",Thailand,0:55,B,2016-04-20,314809,https://xeno-canto.org/314809
xeno_audio/cacomantis_merulinus\154617_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,Doi Chiang Dao,Thailand,0:47,B,2012-03-29,154617,https://xeno-canto.org/154617
xeno_audio/cacomantis_merulinus\131133_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Bangkok, Bangkok",Thailand,0:31,B,2013-04-21,131133,https://xeno-canto.org/131133
xeno_audio/cacomantis_merulinus\94298_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Samarn Bird Camp, Phetchaburi",Thailand,0:57,B,2012-01-25,94298,https://xeno-canto.org/94298
xeno_audio/cacomantis_merulinus\94297_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Samarn Bird Camp, Phetchaburi",Thailand,0:30,B,2012-01-25,94297,https://xeno-canto.org/94297
xeno_audio/cacomantis_merulinus\94296_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Samarn Bird Camp, Phetchaburi",Thailand,0:05,B,2012-01-25,94296,https://xeno-canto.org/94296
xeno_audio/cacomantis_merulinus\94295_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Samarn Bird Camp, Phetchaburi",Thailand,0:06,B,2012-01-24,94295,https://xeno-canto.org/94295
xeno_audio/cacomantis_merulinus\94294_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Samarn Bird Camp, Phetchaburi",Thailand,0:04,B,2012-01-24,94294,https://xeno-canto.org/94294
xeno_audio/cacomantis_merulinus\94293_Plaintive_Cuckoo_Thailand_B.wav,Plaintive Cuckoo,Cacomantis merulinus,"Samarn Bird Camp, Phetchaburi",Thailand,0:05,B,2012-01-24,94293,https://xeno-canto.org/94293
xeno_audio/anastomus_oscitans\856558_Asian_Openbill_Thailand_B.wav,Asian Openbill,Anastomus oscitans,"Phra Non, Mueang Nakhon Sawan District, Nakhon Sawan",Thailand,0:12,B,2023-11-05,856558,https://xeno-canto.org/856558
xeno_audio/microcarbo_niger\973069_Little_Cormorant_Thailand_B.wav,Little Cormorant,Microcarbo niger,"Huay Chorakhe Mak NHA, Tambon Sakae Phrong, Amphoe Mueang Buri Ram, Chang Wat Buri Ram",Thailand,1:11,B,2025-02-12,973069,https://xeno-canto.org/973069
xeno_audio/microcarbo_niger\890203_Little_Cormorant_Thailand_B.wav,Little Cormorant,Microcarbo niger,"Laem Phak Bia (near  ตำบล แหลมผักเบี้ย), อำเภอ บ้านแหลม, เพชรบุรี",Thailand,0:10,B,2024-02-25,890203,https://xeno-canto.org/890203
xeno_audio/ixobrychus_sinensis\962807_Yellow_Bittern_Thailand_B.wav,Yellow Bittern,Ixobrychus sinensis,"Bang Khaem (near  Nakhon Pathom), Amphoe Mueang Nakhon Pathom, Chang Wat Nakhon Pathom",Thailand,0:03,B,2025-01-13,962807,https://xeno-canto.org/962807
xeno_audio/ardeola_bacchus\671699_Chinese_Pond_Heron_Thailand_B.wav,Chinese Pond Heron,Ardeola bacchus,Kumphawapi Lake SW fields,Thailand,0:09,B,2017-02-14,671699,https://xeno-canto.org/671699
xeno_audio/ardeola_bacchus\365433_Chinese_Pond_Heron_Thailand_B.wav,Chinese Pond Heron,Ardeola bacchus,Ko Phra Thong Island Nature Resort,Thailand,0:17,B,2016-02-18,365433,https://xeno-canto.org/365433
xeno_audio/ardeola_speciosa\987521_Javan_Pond_Heron_Thailand_A.wav,Javan Pond Heron,Ardeola speciosa,"Talat Khwan (near  Nonthaburi), Mueang Nonthaburi District, Nonthaburi",Thailand,0:14,A,2025-04-12,987521,https://xeno-canto.org/987521
xeno_audio/ardeola_speciosa\936888_Javan_Pond_Heron_Thailand_B.wav,Javan Pond Heron,Ardeola speciosa,"eBird hotspot: Bang Khaem Fish Ponds, Nakhon Pathom",Thailand,0:10,B,2024-09-30,936888,https://xeno-canto.org/936888
xeno_audio/butorides_striata\1004385_Striated_Heron_Thailand_A.wav,Striated Heron,Butorides striata,"Teochew Cemetery Park (near  Bangkok), Sathon, Krung Thep Maha Nakhon",Thailand,0:22,A,2025-06-05,1004385,https://xeno-canto.org/1004385
xeno_audio/butorides_striata\959219_Striated_Heron_Thailand_B.wav,Striated Heron,Butorides striata,"Khlong Nueng (near  Tambon Khlong Nung), Amphoe Khlong Luang, Chang Wat Pathum Thani",Thailand,0:34,B,2025-01-06,959219,https://xeno-canto.org/959219
xeno_audio/athene_brama\836781_Spotted_Owlet_Thailand_A.wav,Spotted Owlet,Athene brama,"Suan Luang (near  Bangkok), Suan Luang, Krung Thep Maha Nakhon",Thailand,0:24,A,2023-10-19,836781,https://xeno-canto.org/836781
xeno_audio/athene_brama\740456_Spotted_Owlet_Thailand_A.wav,Spotted Owlet,Athene brama,"Bangkok, Krung Thep Maha Nakhon",Thailand,0:18,A,2021-07-06,740456,https://xeno-canto.org/740456
